,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
707,785515384317313025,,,2016-10-10 16:20:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today, 10/10, should be National Dog Rates Day",,,,,10,10,None,None,None,None,None
713,784183165795655680,,,2016-10-07 00:06:50 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ,,,,https://vine.co/v/5ghHLBMMdlV,12,10,Reginald,None,None,None,puppo
714,784057939640352768,,,2016-10-06 15:49:14 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC,,,,https://vine.co/v/5gKxeUpuKEr,12,10,Balto,None,None,None,None
731,781655249211752448,,,2016-09-30 00:41:48 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/LOKrNo0OM7,,,,https://vine.co/v/5rt6T3qm7hL,11,10,Combo,doggo,None,None,None
733,781308096455073793,,,2016-09-29 01:42:20 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>","Pupper butt 1, Doggo 0. Both 12/10 https://t.co/WQvcPEpH2u",,,,https://vine.co/v/5rgu2Law2ut,12,10,None,doggo,None,pupper,None
746,780074436359819264,,,2016-09-25 16:00:13 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here's a doggo questioning his entire existence. 10/10 someone tell him he's a good boy  https://t.co/dVm5Hgdpeb,,,,https://vine.co/v/5nzYBpl0TY2,10,10,None,doggo,None,None,None
748,779377524342161408,,,2016-09-23 17:50:56 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,,,,https://twitter.com/dog_rates/status/779377524342161408/video/1,12,10,None,None,None,pupper,None
754,778764940568104960,,,2016-09-22 01:16:45 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oh my god it's Narcos but Barkos. 13/10 someone please make this happen
https://t.co/tird9cIlzB",,,,https://m.youtube.com/watch?v=idKxCMsS3FQ&feature=youtu.be,13,10,None,None,None,None,None
783,775350846108426240,,,2016-09-12 15:10:21 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Maximus. A little rain won't stop him. He will persevere. 12/10 innovative af  https://t.co/2OmDMAkkou,,,,https://vine.co/v/ijmv0PD0XXD,12,10,Maximus,None,None,None,None
798,772877495989305348,,,2016-09-05 19:22:09 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",You need to watch these two doggos argue through a cat door. Both 11/10 https://t.co/qEP31epKEV,,,,https://twitter.com/dog_rates/status/772877495989305348/video/1,11,10,None,None,None,None,None
807,771908950375665664,,,2016-09-03 03:13:29 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Doggo will persevere. 13/10
https://t.co/yOVzAomJ6k",,,,https://twitter.com/yahoonews/status/771905568600719360,13,10,None,doggo,None,None,None
828,768970937022709760,,,2016-08-26 00:38:52 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Kirby. His bowl weighs more than him. 12/10 would assist https://t.co/UlB2mzw3Xs,,,,https://twitter.com/dog_rates/status/768970937022709760/video/1,12,10,Kirby,None,None,None,None
843,766714921925144576,7.667118193648886e+17,4196983835.0,2016-08-19 19:14:16 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",His name is Charley and he already has a new set of wheels thanks to donations. I heard his top speed was also increased. 13/10 for Charley,,,,,13,10,None,None,None,None,None
857,763956972077010945,7.638651745539645e+17,15846407.0,2016-08-12 04:35:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@TheEllenShow I'm not sure if you know this but that doggo right there is a 12/10,,,,,12,10,None,doggo,None,None,None
863,762471784394268675,,,2016-08-08 02:13:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Glenn. Being in public scares him. Frighteningly relatable. 12/10 keep hangin in there Glenn (Imgur - Wuhahha) https://t.co/pA4MDKwRci,,,,https://twitter.com/dog_rates/status/762471784394268675/video/1,12,10,Glenn,None,None,None,None
866,762035686371364864,,,2016-08-06 21:20:40 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This left me speechless. 14/10 heckin heroic af https://t.co/3td8P3o0mB,,,,https://twitter.com/dog_rates/status/762035686371364864/video/1,14,10,None,None,None,None,None
870,761672994376806400,,,2016-08-05 21:19:27 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboy. 10/10 for all (by happytailsresort) https://t.co/EY8kEFuzK7,,,,https://twitter.com/dog_rates/status/761672994376806400/video/1,10,10,None,None,None,None,None
881,760521673607086080,,,2016-08-02 17:04:31 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>","Doggo want what doggo cannot have. Temptation strong, dog stronger. 12/10  https://t.co/IqyTF6qik6",,,,https://vine.co/v/5ApKetxzmTB,12,10,None,doggo,None,None,None
882,760290219849637889,,,2016-08-02 01:44:48 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni) https://t.co/qFsl1nnXMv,,,,https://twitter.com/dog_rates/status/760290219849637889/video/1,13,10,Rocco,None,None,None,None
886,759943073749200896,,,2016-08-01 02:45:22 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here's a wicked fast pupper. 12/10 camera could barely keep pup https://t.co/HtAR6gpUAu,,,,https://vine.co/v/5AJm5pq7Kav,12,10,None,None,None,pupper,None
893,759446261539934208,,,2016-07-30 17:51:13 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","No no no this is all wrong. The Walmart had to have run into the dog driving the car. 10/10 someone tell him it's ok
https://t.co/fRaTGcj68A",,,,https://twitter.com/wsaznews/status/759167558763196416,10,10,None,None,None,None,None
902,758467244762497024,,,2016-07-28 01:00:57 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why does this never happen at my front door... 165/150 https://t.co/HmwrdfEfUE,,,,https://twitter.com/dog_rates/status/758467244762497024/video/1,165,150,None,None,None,None,None
905,758099635764359168,,,2016-07-27 00:40:12 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",In case you haven't seen the most dramatic sneeze ever... 13/10 https://t.co/iy7ylyZcsE,,,,https://vine.co/v/hQJbaj1VpIz,13,10,None,None,None,None,None
923,755955933503782912,,,2016-07-21 02:41:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a frustrated pupper attempting to escape a pool of Frosted Flakes. 12/10 https://t.co/GAYViEweWr,,,,https://twitter.com/dog_rates/status/755955933503782912/video/1,12,10,None,None,None,pupper,None
925,755110668769038337,,,2016-07-18 18:43:07 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki) https://t.co/goX3jewkYN,,,,https://twitter.com/dog_rates/status/755110668769038337/video/1,13,10,Watson,None,None,None,None
929,754482103782404096,,,2016-07-17 01:05:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Milo. He's currently plotting his revenge. 10/10 https://t.co/ca0q9HM8II,,,,https://twitter.com/dog_rates/status/754482103782404096/video/1,10,10,Milo,None,None,None,None
934,753420520834629632,,,2016-07-14 02:47:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we are witnessing an isolated squad of bouncing doggos. Unbelievably rare for this time of year. 11/10 for all https://t.co/CCdlwiTwQf,,,,https://twitter.com/dog_rates/status/753420520834629632/video/1,11,10,None,None,None,None,None
935,753398408988139520,,,2016-07-14 01:19:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. Her batteries are low. 12/10 precious af https://t.co/ov05LIoQJX,,,,https://twitter.com/dog_rates/status/753398408988139520/video/1,12,10,Scout,None,None,None,None
939,753039830821511168,,,2016-07-13 01:34:21 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",So this just changed my life. 13/10 please enjoy  https://t.co/dsv4xAtfv7,,,,https://vine.co/v/5W2Dg3XPX7a,13,10,None,None,None,None,None
941,752932432744185856,,,2016-07-12 18:27:35 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Carl. He's very powerful. 12/10 don't mess with Carl https://t.co/v5m2bIukXc,,,,https://vine.co/v/OEppMFbejFz,12,10,Carl,None,None,None,None
946,752568224206688256,,,2016-07-11 18:20:21 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here are three doggos completely misjudging an airborne stick. Decent efforts tho. All 9/10 https://t.co/HCXQL4fGVZ,,,,https://vine.co/v/5W0bdhEUUVT,9,10,None,None,None,None,None
948,752334515931054080,,,2016-07-11 02:51:40 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,,,,https://twitter.com/dog_rates/status/752334515931054080/video/1,8,10,None,doggo,None,None,None
951,751950017322246144,,,2016-07-10 01:23:49 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Lola. She's a surfing pupper. 13/10 magical af https://t.co/BlGQkhM5EV,,,,https://vine.co/v/5WrjaYAMvMO,13,10,Lola,None,None,pupper,None
954,751793661361422336,,,2016-07-09 15:02:31 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Fred. He's having one heck of a summer. 11/10 https://t.co/I7SFchkNk4,,,,https://vine.co/v/5W5YHdTJvaV,11,10,Fred,None,None,None,None
958,751456908746354688,,,2016-07-08 16:44:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper that's very hungry but too lazy to get up and eat. 12/10 (vid by @RealDavidCortes) https://t.co/lsVAMBq6ex,,,,https://twitter.com/dog_rates/status/751456908746354688/video/1,12,10,None,None,None,pupper,None
959,751251247299190784,,,2016-07-08 03:07:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert https://t.co/wayKZkDRTG,,,,https://twitter.com/dog_rates/status/751251247299190784/video/1,10,10,Gilbert,None,None,None,None
967,750381685133418496,7.501804988324045e+17,4717297476.0,2016-07-05 17:31:49 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13/10 such a good doggo
@spaghemily",,,,,13,10,None,doggo,None,None,None
984,749317047558017024,,,2016-07-02 19:01:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB,,,,https://twitter.com/dog_rates/status/749317047558017024/video/1,12,10,Blu,None,floofer,None,None
985,749075273010798592,,,2016-07-02 03:00:36 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Boomer. He's self-baptizing. Other doggo not ready to renounce sins. 11/10 spiritually awakened af https://t.co/cRTJiQQk9o,,,,https://vine.co/v/5ztZvHgI17r,11,10,Boomer,doggo,None,None,None
990,748705597323898880,,,2016-07-01 02:31:39 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#BarkWeek is getting rather heckin terrifying over here. Doin me quite the spooken. 13/10 (vid by @corgi_zero) https://t.co/eA7k1ZQslA,,,,https://twitter.com/dog_rates/status/748705597323898880/video/1,13,10,None,None,None,None,None
994,748568946752774144,,,2016-06-30 17:28:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cora. She rings a bell for treats. 12/10 precious af (vid by @skyehellenkamp) https://t.co/uUncaAGH18,,,,https://twitter.com/dog_rates/status/748568946752774144/video/1,12,10,Cora,None,None,None,None
996,748337862848962560,,,2016-06-30 02:10:24 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",SWIM AWAY PUPPER SWIM AWAY 13/10 #BarkWeek  https://t.co/QGGhZoTcwy,,,,https://vine.co/v/h5aDaFthX6O,13,10,None,None,None,pupper,None
999,748220828303695873,,,2016-06-29 18:25:21 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Stop what you're doing and watch this heckin masterpiece right here. Both 13/10 https://t.co/3BOVI2WZoH,,,,https://vine.co/v/iiLjKuYJpr6,13,10,None,None,None,None,None
1005,747651430853525504,7.476486538174136e+17,4196983835.0,2016-06-28 04:42:46 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Other pupper asked not to have his identity shared. Probably just embarrassed about the headbutt. Also 12/10 it'll be ok mystery pup,,,,,12,10,None,None,None,pupper,None
1006,747648653817413632,,,2016-06-28 04:31:44 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Keurig. He apparently headbutts other dogs to greet them. Not cool Keurig. So fluffy tho 12/10  https://t.co/zexdr61Q5M,,,,https://vine.co/v/iqIZFtOxEMB,12,10,Keurig,None,None,None,None
1011,747439450712596480,,,2016-06-27 14:40:26 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Linus. He just wanted to say hello but no one's paying attention. 12/10 (vid by @rebeccacollinzz) https://t.co/VCijm2eVpR,,,,https://vine.co/v/5uTVXWvn3Ip,12,10,Linus,None,None,None,None
1020,746757706116112384,,,2016-06-25 17:31:25 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af https://t.co/bROYbceZ1u,,,,https://vine.co/v/5BYq6hmrEI3,11,10,Maddie,None,None,None,None
1022,746542875601690625,,,2016-06-25 03:17:46 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here's a golden floofer helping with the groceries. Bed got in way. Still 11/10 helpful af (vid by @categoen) https://t.co/6ZRoZUWFmd,,,,https://vine.co/v/5uZYwqmuDeT,11,10,None,None,floofer,None,None
1033,745074613265149952,,,2016-06-21 02:03:25 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Jeffrey. He wasn't prepared to execute such advanced barkour. Still 11/10 would totally pet https://t.co/MuuwkkLrHh,,,,https://vine.co/v/iQm3JAXuFmv,11,10,Jeffrey,None,None,None,None
1039,744234799360020481,,,2016-06-18 18:26:18 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,,,,https://twitter.com/dog_rates/status/744234799360020481/video/1,13,10,None,doggo,None,None,None
1040,744223424764059648,,,2016-06-18 17:41:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is actually a pupper and I'd pet it so well. 12/10
https://t.co/RNqS7C4Y4N",,,,https://twitter.com/strange_animals/status/672108316018024452,12,10,actually,None,None,pupper,None
1047,743510151680958465,,,2016-06-16 18:26:48 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is Beya. She doesn't want to swim, so she's not going to. 13/10 nonconforming af (vid by @HappyTailsResor) https://t.co/qGeVjHSUKH",,,,https://twitter.com/dog_rates/status/743510151680958465/video/1,13,10,Beya,None,None,None,None
1051,742534281772302336,,,2016-06-14 01:49:03 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>","For anyone who's wondering, this is what happens after a doggo catches it's tail... 11/10 https://t.co/G4fNhzelDv",,,,https://vine.co/v/iLTZmtE1FTB,11,10,None,doggo,None,None,None
1062,741099773336379392,,,2016-06-10 02:48:49 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Ted. He's given up. 11/10 relatable af https://t.co/7muyOQXbGJ,,,,https://vine.co/v/ixHYvdxUx1L,11,10,Ted,None,None,None,None
1075,739623569819336705,,,2016-06-06 01:02:55 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here's a doggo that don't need no human. 12/10 independent af (vid by @MichelleLiuCee) https://t.co/vdgtdb6rON,,,,https://vine.co/v/iY9Fr1I31U6,12,10,None,doggo,None,None,None
1079,739238157791694849,,,2016-06-04 23:31:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,,,,https://twitter.com/dog_rates/status/739238157791694849/video/1,13,10,None,doggo,None,None,None
1080,738891149612572673,7.384119198962852e+17,358972768.0,2016-06-04 00:32:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mount_alex3 13/10,,,,,13,10,None,None,None,None,None
1093,737310737551491075,,,2016-05-30 15:52:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody stop what you're doing and watch these puppers enjoy summer. Both 13/10 https://t.co/wvjqSCN6iC,,,,https://twitter.com/dog_rates/status/737310737551491075/video/1,13,10,None,None,None,None,None
1095,736392552031657984,,,2016-05-28 03:04:00 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Say hello to mad pupper. You know what you did. 13/10 would pet until no longer furustrated https://t.co/u1ulQ5heLX,,,,https://vine.co/v/iEggaEOiLO3,13,10,mad,None,None,pupper,None
1108,734559631394082816,,,2016-05-23 01:40:38 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",When your friend is turnt af and you're just trying to chill. 10/10 (vid by @presgang) https://t.co/OufVDk23JC,,,,https://vine.co/v/iExiLXiiHvX,10,10,None,None,None,None,None
1127,729838605770891264,7.291135312709919e+17,4196983835.0,2016-05-10 01:00:58 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Challenge completed"" 
(pupgraded to 12/10) https://t.co/85dTK7XCXB",,,,https://twitter.com/dog_rates/status/729838605770891264/video/1,12,10,None,None,None,None,None
1146,727155742655025152,,,2016-05-02 15:20:13 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",When you're trying to enjoy yourself but end up having to take care of your way too drunk friend. 11/10 https://t.co/BRkhj6tdN0,,,,https://vine.co/v/ixa1ejbXiM7,11,10,None,None,None,None,None
1154,725458796924002305,,,2016-04-27 22:57:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pup had to be removed cuz it wouldn't have been fair to the opposing team. 13/10 absolute legend ⚽️
https://t.co/BHICimO58W",,,,https://twitter.com/foxdeportes/status/725136065078521856,13,10,None,None,None,None,None
1194,717428917016076293,,,2016-04-05 19:09:17 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Skittle. He's trying to communicate. 11/10 solid effort https://t.co/6WTfJvtKx6,,,,https://vine.co/v/iIhEU2lVqxz,11,10,Skittle,None,None,None,None
1200,716730379797970944,,,2016-04-03 20:53:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","There has clearly been a mistake. Pup did nothing wrong. 12/10 would help escape
https://t.co/Juid3nnLbC",,,,https://twitter.com/chpsanfrancisco/status/716637124322177024,12,10,None,None,None,None,None
1201,716447146686459905,,,2016-04-03 02:08:05 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Ozzy. He's acrobatic af. Legendary pupper status achieved. 13/10 https://t.co/gHWsCTu90E,,,,https://vine.co/v/eMmXVPn5eQK,13,10,Ozzy,None,None,pupper,None
1206,715758151270801409,,,2016-04-01 04:30:16 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is old now but it's absolutely heckin fantastic and I can't not share it with you all. 13/10  https://t.co/wJX74TSgzP,,,,https://vine.co/v/hYdLVKDpAFu,13,10,old,None,None,None,None
1208,715704790270025728,,,2016-04-01 00:58:13 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Bentley. He gives kisses back. 11/10 precious af (vid by @emmaallen25) https://t.co/9PnKkKzoUp,,,,https://vine.co/v/ijAlDnuOD0l,11,10,Bentley,None,None,None,None
1217,714962719905021952,,,2016-03-29 23:49:30 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Just in case anyone's having a bad day. 12/10 would bounce with https://t.co/T9sgP9ttnQ,,,,https://vine.co/v/inVtemLt9tE,12,10,None,None,None,None,None
1221,714485234495041536,,,2016-03-28 16:12:09 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Blitz. He screams. 10/10 (vid by @yeaahliv) https://t.co/MfW2aym5UF,,,,https://vine.co/v/iDrOvVqq0A6,10,10,Blitz,None,None,None,None
1227,713909862279876608,,,2016-03-27 02:05:49 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Doug. His nose is legendary af. 12/10 (vid by @probably_trey) https://t.co/7IWKfbfihS,,,,https://vine.co/v/iDWlapaXWmm,12,10,Doug,None,None,None,None
1237,712309440758808576,,,2016-03-22 16:06:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Reminder that we made our first set of stickers available! All are 12/10 would stick
Use code ""pupper"" at checkout🐶

https://t.co/kJIMNyMNKV",,,,https://twitter.com/stickergrub/status/709919141004595201,12,10,None,None,None,pupper,None
1255,710609963652087808,,,2016-03-17 23:33:12 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",I've watched this a million times and you probably will too. 12/10 (vid by @emily_galasso) https://t.co/DU7Rb3NDiy,,,,https://vine.co/v/idaTpwH5TgU,12,10,None,None,None,None,None
1257,710296729921429505,,,2016-03-17 02:48:31 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Oshie. 12/10 please enjoy (vid by @catherinec1389) https://t.co/VmtzwAuotq,,,,https://vine.co/v/iw9hUFAMerV,12,10,Oshie,None,None,None,None
1275,709179584944730112,,,2016-03-14 00:49:23 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Sammy. He's in a tree. Very excited about it. 13/10 https://t.co/CLe9ETEjeF,,,,https://vine.co/v/iwAjdlEjwMl,13,10,Sammy,None,None,None,None
1278,708853462201716736,,,2016-03-13 03:13:29 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Lucy. She doesn't understand fetch. 8/10 try turning off and back on (vid by @rileyyoungblood) https://t.co/RXjEwpVJf0,,,,https://vine.co/v/iHl2UDEBZ95,8,10,Lucy,None,None,None,None
1286,708400866336894977,,,2016-03-11 21:15:02 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",RT if you are as ready for summer as this pup is 12/10 https://t.co/xdNNEZdGJY,,,,https://vine.co/v/iHFqnjKVbIQ,12,10,None,None,None,None,None
1293,708026248782585858,,,2016-03-10 20:26:26 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody stop what you're doing and watch this video. Frank is stuck in a loop. 13/10 (Vid by @klbmatty) https://t.co/5AJs8TIV1U,,,,https://twitter.com/dog_rates/status/708026248782585858/video/1,13,10,None,None,None,None,None
1295,707983188426153984,7.079800658926674e+17,2319108198.0,2016-03-10 17:35:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@serial @MrRoles OH MY GOD I listened to all of season 1 during a single road trip. I love you guys! I can confirm Bernie's 12/10 rating :),,,,,12,10,None,None,None,None,None
1299,707738799544082433,,,2016-03-10 01:24:13 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",He's doing his best. 12/10 very impressive that he got his license in the first place  https://t.co/2vRmkkOLcN,,,,https://vine.co/v/hUvHKYrdb1d,12,10,None,None,None,None,None
1301,707629649552134146,,,2016-03-09 18:10:30 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",We usually don't rate marshmallows but this one's having so much fun in the snow. 10/10 (vid by @kylejk24) https://t.co/NL2KwOioBh,,,,https://vine.co/v/iHhBOTl5p9z,10,10,None,None,None,None,None
1313,706904523814649856,,,2016-03-07 18:09:06 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Ever seen a dog pet another dog? Both 13/10 truly an awe-inspiring scene. (Vid by @mdougherty20) https://t.co/3PoKf6cw7f,,,,https://vine.co/v/iXQAm5Lrgrh,13,10,None,None,None,None,None
1316,706644897839910912,,,2016-03-07 00:57:27 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Shadow. She's tired of the responsibilities associated with being a dog. No longer strives to attain ball. 9/10 https://t.co/cdOkfEpjFw,,,,https://twitter.com/dog_rates/status/706644897839910912/video/1,9,10,Shadow,None,None,None,None
1324,706169069255446529,,,2016-03-05 17:26:40 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","He was doing his best. 12/10 I'll be his lawyer
https://t.co/WN4C6miCzR",,,,https://twitter.com/wgnnews/status/706165920809492480,12,10,None,None,None,None,None
1326,706153300320784384,,,2016-03-05 16:24:01 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Layla. She's giving you a standing ovation.13/10 just magnificent (vid by @CSBrzezinski) https://t.co/KxYXHUHUi2,,,,https://vine.co/v/iXidJXBJ3P9,13,10,Layla,None,None,None,None
1345,704491224099647488,7.044857446399099e+17,28785486.0,2016-03-01 02:19:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13/10 hero af
@ABC",,,,,13,10,None,None,None,None,None
1349,704134088924532736,,,2016-02-29 02:40:23 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This sneezy pupper is just adorable af. 12/10 (vid by @gwilks1) https://t.co/h5aI0Tim4j,,,,https://vine.co/v/igW2OEwu9vg,12,10,None,None,None,pupper,None
